Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
15021,3,0,3,0,1,rt i need some hoes man real shit
15022,3,1,2,0,1,rt every super hero a bitch except iron man peter parker the biggest hoe loser ass nigga no bitches no cribs no whips
15023,9,1,8,0,1,rt go talk to all your other hoes
15024,3,1,2,0,1,rt i forgot one letter guys i promise im not an illiterate hillbilly 
15026,3,2,1,0,0,rt dat bitch katy perry can suck skin off of my dick
15027,3,0,3,0,1,rt finna fly me a thot out here get back on my make bitches fly like peter pan shit
15028,3,0,3,0,1,rt if my bitch fuckin she jus a thot i mean im tryna take shit to a next level here
15029,3,0,3,0,1,rt shannon said u hoes cant be wit the glo
15030,6,0,6,0,1,rt that pussy aint yours broski its jus your turn
15031,6,0,6,0,1,rt you niggaz get so emotionaal you remind me of my bitch
15032,3,0,3,0,1,rt an ugly bitch whos loud af
15033,3,0,3,0,1,rt wellall i can say is that i fucked hoes and made money
15034,3,0,0,3,2,rt part of my cousin dannys yankee swap pretty hilarious very clever and very danny 
15035,3,0,3,0,1,rt i cant be in my twenties stressing over a bitch who playin games im straight lol
15036,3,0,0,3,2,rt a nice roundup of voices in relations chinaafrica trade the oriental allure 
15038,3,2,1,0,0,rt well he is at genos so he is the ultimate faggot got to show this queer how to eat 
15039,3,0,0,3,2,rt as a kid i listened to nas he showed me a new perspective coming from the ghetto like me same with pimp c 
15040,3,0,2,1,1,rt i love when celeb nudes leak and all the girls with trash bodies try and critique them
15041,3,1,2,0,1,rt fuck up you swole fag
15042,3,0,3,0,1,rt if i can take your bitch was she ever really yours
15043,3,1,2,0,1,rt its halloween everyday for dykes
15044,3,0,3,0,1,rt you gotta fuck ugly bitches from 3 towns over that youll never see again so you can work the kinks out of your sex ga
15045,3,0,0,3,2,rt udonis talking some big trash to lance lebron holds him back
15046,3,0,3,0,1,rt if my man aint appreciating me this pussy definitely is gonna end up in another nigga mouth you can quote me
15047,3,1,0,2,2,rt to call martin baker an uncle tom and uppity because hes not siding with the majority pure ignorance
15048,3,0,0,3,2,rt great weather to hit up the slopes this weekend open saturday ht
15049,3,0,3,0,1,rt lmaoo that bitch called on thor for some strength wait 
15050,3,0,3,0,1,rt i think this steubenville rape trial is some bullshit that rollen bitch wanted the dick lls and got mad when she w 
15051,3,0,3,0,1,rt when i say faggot it just means someone who is fucking weak
15052,3,0,3,0,1,rt lmaooo hoes so childish 
15053,3,2,1,0,0,rt sometimes i wanna upper cut this bitch but i dont know if shes special ed or not
15054,3,0,3,0,1,rt if youre fucking your sons barber and you still gotta pay for the cutya pussy is wack 
15055,3,0,3,0,1,rt cant no bitch make me mad over a nigga i already had
15056,3,0,3,0,1,rt damn it once or twice is cool but damn bitch 
15057,6,0,5,1,1,rt a boyfriend and girlfriend suppose to laugh at these hoes together a guy should never have these hoes laughing at his 
15058,3,0,3,0,1,rt eat her pussy when she mad sad stressed mad at you or whatever shit just lay her down and eat her pussy up 
15059,3,0,2,1,1,rt those 2014 nba all star jerseys look retardedthey look like the combo of a nfl jersey a fubu jersey
15060,3,0,3,0,1,rt if i text you up that means is it safe for me to come and eat the pussy until i reach cream filling 
15061,3,2,1,0,0,rt lmaoo thats a legal tackle faggot seriously 
15062,3,0,3,0,1,rt shut up bitch
15063,3,0,0,3,2,rt in anglosaxon calendars 7 november is considered the first day of winter winters day http
15064,3,0,3,0,1,rt bet her pussy smell like dried up oysters
15065,3,0,3,0,1,rt i bet this hoe pussy juices look like spoiled chocolate milk 
15066,3,0,3,0,1,rt 20 bitches in the lobby its plenty bitches in the lobby
15067,3,1,2,0,1,rt perfect visionme my niggs mas hoes mas clicquot mas dom p mas moet my type of party blasting out a cali condo
15068,3,0,0,3,2,rt bunch of rappers boutta flood the internets w trash remixes
15069,3,0,3,0,1,rt drop that pussy bitchhhh
15070,3,0,3,0,1,rt i luv when pussy smell like refurbished iphone 3
15071,3,0,3,0,1,rt nigg complaing about a journal and bitches half naked
15072,3,0,3,0,1,rt we were at the party last night and p goesbro this nigg got on chucks just chillin and dancing w all the bitches
15073,3,1,2,0,1,rt what does the fox say bitch
15074,3,1,2,0,1,rt oi ya big boring cunt kubrats a comin 
15075,3,0,3,0,1,rt is that fire works or pussy poppin nigga wtf sounds like something youd say
15076,3,1,2,0,1,rt you is a bitch ass nigguh
15077,3,0,3,0,1,rt i hate bees man they be like buzz buzz bitch and im like nah man i aint done shit to you
15078,3,0,3,0,1,rt females are more thirsty for attention than males are for pussy
15079,3,0,3,0,1,rt ladies please start being grown women all these bad bitches gotta grow up
15080,3,2,1,0,0,rt horrible rapper tyga most trash rapper ever she want a yellow nigga corn on the cob i smacked my mom when i heard him
15083,3,0,3,0,1,rt roses are redcamo is greentrick or treat bitcheshappy halloweenmerica
15084,3,1,2,0,1,rt some of you fellas should dress up as real men for halloween cause youve been actin like bitches all year long merica
15085,3,0,0,3,2,rt ran outside mullet flowin nips shown shotgunned a cold one and yelled saturday welcome back you sexy beast mer
15086,3,0,3,0,1,rt fat hoes always wanna beef with somebody yall dont need to be around no type of beef
15087,3,0,1,2,2,rt tennessee isnt even orange its like vitamin pee yellow 
15088,3,0,3,0,1,rt you officially brought flopping to football congrats on being a pussy 
15089,6,0,6,0,1,rt plz dont tell nobody bitch i know you got a manlol i aint gon tell nobody
15090,3,0,3,0,1,rt this bitch aint got a bit of sense lmaoo 
15091,3,0,1,2,2,rt my roommate is having sex and im eating oreos its gonna be a great year kutztown university
15092,3,0,3,0,1,rt all hoes lie
15093,3,0,3,0,1,rt if you dont make her go to sleep after yall fucked then your pipe game trash
15094,3,0,3,0,1,rt time for the comeback pussies kisstherings
15095,3,0,3,0,1,rt you gotta know the difference between a good girl and good pussy
15096,3,1,2,0,1,rt if he dont believe you no refunds hoe
15097,3,0,3,0,1,rt liquor before beer youre in the clear beer before liquor youll be fine dont be a bitch
15098,3,0,3,0,1,rt niggas really be proud of having hoes but how many of yall gonna bring them dirty bitches home to your
15099,3,1,2,0,1,rt fingering n eating the pussy at the same time is good 
15100,3,0,3,0,1,rt rt if u rember when steve from blue clues left us with that other bitch ass nigga joe 
15101,3,1,2,0,1,rt all the niggas in the world why tf do bitches mess with their friends nigga
15102,3,0,3,0,1,rt new avi me my two yellow bitches 
15103,3,0,3,0,1,rt bitch where tf you think you going
15104,3,0,2,1,1,rt yeaaahh like relationship wise so i was like oh no not my reedzy thuggin bitch suppose to thug it out
15105,3,0,0,3,2,rt is supporters in america the jihadis next door 
15106,3,0,3,0,1,rt finally mellie got some back bone i might like her this season 1976 pussy scandal
15107,3,0,0,3,2,rt i went to college every college got a bird class where u can get ya friend to sign u in get an a out the class rashad 
15108,3,0,3,0,1,rt if kanye took kim to mcdonalds then ya hoes dont deserve 200 dates 
15109,3,0,3,0,1,rt when you make a joke and someone you hate laughs and youre thinking no bitch you arent allowed to laugh
15110,3,0,3,0,1,rt when a hoe says hi to bae 
15111,3,0,3,0,1,rt dont send me snapchats from something i wasnt invited to you rude ass bitch
15112,3,0,3,0,1,rt hiding your favorite snacks from your family bc youre a selfish bitch
15113,3,0,3,0,1,rt mom why cant u just accept me for the bad bitch i am
15114,3,3,0,0,0,rt lowkey called that faggot a faggot
15115,3,0,1,2,2,rt rihanna really is trash
15116,3,0,3,0,1,rt when someone tweets these hoes aint loyal but they laid up at the crib looking like 
15117,3,1,2,0,1,rt so ike just had to punch a nigga for harassing a young lady on ga ave and florida ave in nw dc youoksis
15118,3,0,0,3,2,rt let the dem concerntrolling commence in earnest wagons ho
15119,3,0,0,3,2,rt mustwatch bill maher schools pbs host charlie rose over islams illiberal beliefs 
15120,6,0,6,0,1,rt stop fuckin with a take me out somewhere type of bitchget you a baby i cooked for you type of chick 
15121,3,1,2,0,1,rt i hate when niggas be slobin all on the blunt like they eatin pussy have the nerve to try pass it im good nigga i
15122,3,0,3,0,1,rt im about to go on be the devil catfish some hoes
15123,3,2,1,0,0,rt its 2014 you niggas still runnin round sayin yall dont eat pussy yall must be suckin dick
15124,3,0,3,0,1,rt when the side bitch try to approach you in public 
15125,6,0,6,0,1,rt im tryna be like steez bro got dem hoes rir
15126,3,0,0,3,2,rt found some more of my original yellow bracelets and the first person i thought of was 
15127,3,0,3,0,1,rt when you find out your bae is a hoe 
15128,3,0,3,0,1,rt hoes b soo lost dey forget dey hoes
15129,3,0,3,0,1,rt this bitch possed by the thot demon 
15130,3,0,2,1,1,rt i just wanna b a side nigga to a thick pretty faced cuffed hoe that does coke bumps garbage underground rappers n shops at p
15131,3,0,3,0,1,rt i love girls who arent afraid to encourage or compliment the next chick bitches hate so much now thats its refreshin
15132,3,0,1,2,2,rt parque de atracciones abandonado en japn 
15133,3,2,1,0,0,rt this girl comes into class with fried chicken and pulls hot sauce out of her purse i mean come on how ghetto stereotypi
15134,3,0,1,2,2,rt me waiting on you to take me to ny with you to get my nips pierced 
15135,3,0,3,0,1,rt bitch you love every team but the us lol this is the game ive been waiting for i sincerely love both of these
15136,3,0,2,1,1,rt btw hillary is a huge supporter of the law they now admit to lying to all you stupid rubes about she needs to be aske
15137,3,0,3,0,1,rt what are you twelveyeah on a scale of one to ten bitch
15138,3,0,3,0,1,rt cruising down the street in my 64 jockin the bitches slappin the hoes
15139,6,0,6,0,1,rt when you eat the pussy so good she cant control her moans 
15140,3,0,3,0,1,rt a girl knows when a bitch likes her boyfriend 
15141,3,0,3,0,1,rt eat her pussy and look at her like 
15142,3,0,3,0,1,rt sex on 1st date dont mean you a hoe waiting 90 days wont make you a wife cute pics dont mean yall happy having a title
15143,3,0,3,0,1,rt sucking dick eating pussy is apart of sex if you think its nasty then maybe your ass is too young to be fucking in the
15144,3,0,3,0,1,rt hmu when you stop bein a lil bitch
15145,3,0,3,0,1,rt hoes these days be like 
15146,3,0,3,0,1,rt if you dont eat pussy youre childish and immature
15147,3,1,2,0,1,rt she killed that bitch 
15148,6,0,6,0,1,rt no girl sucks dick but somehow all dudes get head dudes only fuck bad bitches yet all these ugly girls getting pregnant
15149,3,1,2,0,1,rt uhh bitch dont tell him bless you when he sneeze he got all the blessings he need with me 
15150,3,0,3,0,1,rt having a friend thats a hoe but boring is probably depressing
15151,3,0,3,0,1,rt wait what 65 a random number for some pussy
15152,3,0,1,2,2,rt bend overand pick up that trash
15153,3,0,3,0,1,rt but bitches do that too 
15154,3,0,3,0,1,rt im getting tired of these same ol no hope broke bitches no job all they wanna do is twerk and smoke swishers
15155,3,0,3,0,1,rt when said fast bitch i call her bizzy busy cause she only bone thugs 
15156,3,0,2,1,1,rt takes a ho bath hes terrified of water how tf does he wash himself everyday lol
15157,6,0,6,0,1,rt your pussy so bomb i call it dynamite
15158,3,0,3,0,1,rt right you are have you heard of the do bird hes the one with obama on his ass 
15159,3,0,3,0,1,rt i take a bitch to houstons she better not speak to another nigga while the meal still in her digestive system
15160,3,1,2,0,1,rt hate basic bitches
15162,3,2,1,0,0,rt is that kawhi leonard smh wow u really gonna leak ou nvm ion need i fuc nig http
15163,3,0,3,0,1,rt hoes is hoes niggas be mad cuhz they be tryna cuff the hoes cuh
15164,3,1,2,0,1,rt i got no love for bitches or bitch niggas cuh
15165,3,0,3,0,1,rt when a bitch say i love you hit her wit the reverse psychology say do you it work 70 of the time cuh the other 30 g
15166,3,0,3,0,1,rt bitches brag about goin to the gym and still be shaped like a patron bottle cuh
15167,3,0,3,0,1,rt bitches is twerkin on camera while they kid watchin sponge bob cuh
15168,3,0,3,0,1,rt bitches name they make up off of instagram filters cuh this bitch was lookin like rise the other day
15169,3,1,2,0,1,rt bitches who smoke cigs are disgusting cuh
15170,3,0,3,0,1,rt fat bitches dont like liftin up they arms in the summer all that dampness cuh
15171,3,0,3,0,1,rt idk why skinny bitches think they got ass cuh
15172,3,1,2,0,1,rt if a bitch let me hit ill leave her crippled cuh
15173,3,0,3,0,1,rt if a bitch tell you she got cheated on more than 3times its somethin wrong with that hoe cuh
15174,3,0,3,0,1,rt if the pussy not fartin u not fuccin right cuh
15175,3,1,2,0,1,rt its some sexy ugly bitches in the world cuh that ill fucc
15176,3,1,2,0,1,rt these blacc ass charcoal bitches be sayin they mixed with irish and some other false shit cuh
15177,3,1,2,0,1,rt white hoes still wear uggs in hot ass weather cuh
15178,3,0,3,0,1,rt lol you for being a dumb bitch
15179,3,1,2,0,1,rt being so wrapped up in love that you stop doing well for you is what middle schoolers do dumb bitch i want just want mo
15180,3,0,3,0,1,rt all that high fashion leather gear u wearin to impress a bitchi got at her wit a dickie shirt and some adidas slides
15181,3,0,3,0,1,rt and if a bitch cant respect a nigga wit some paper and a fresh pair of bball shorts then she was raised terribly
15182,3,1,2,0,1,rt dont neva check a real nigga check a hoe
15183,3,1,2,0,1,rt fuckin hoe ass click it or ticket25 dollars n shit
15184,3,0,3,0,1,rt i never bought a bitch
15185,3,0,3,0,1,rt i will not buy your bitch no red bottoms so dont even worry bout that cuzzo
15186,3,0,2,1,1,rt some bitches think a trucker hat automatically makes them a model
15187,3,1,2,0,1,rt she play quarterback and got a cheerleader girlfriend yupp this hoe more of a man than ill ever be 
15188,3,0,3,0,1,rt teachers always assign homework like we dont have no life bitch i gotta go home and tweet
15189,3,0,3,0,1,rt teachers always think they slick bitches be subtweeting you in class and shit
15190,3,0,3,0,1,rt this bitch arguing with my dad 
15192,4,0,1,3,2,rt i cant wait to wear warm fuzzy sweaters 
15193,3,1,0,2,2,rt baby monkey in the snow im crying 
15194,3,2,1,0,0,rt is dis wrong if you fuck wit a lame nigga you a lame bitch
15195,3,0,3,0,1,rt if byron leftwich fucks as hard as he throws then he kills bitches
15196,3,0,1,2,2,rt love you too my nig squad
15197,3,0,3,0,1,rt hey liberalsmeet future majority leader of the us senateenjoy payback is a bitch http
15198,3,0,2,1,1,rt to the retards chanting usa at the fc dallas game kansas is in the usa
15199,3,1,0,2,2,rt im finally ready to mass market my skidmarkresistant tighty whities but apparently uncrustables is already taken fu
15200,6,0,6,0,1,rt bitches be havingno jobno futureno education have the nerve to say all these niggas want is pussybitch cause that
15201,3,2,1,0,0,rt stfu faggot a clip is 4 holy fucking tittyy shit
15202,3,0,3,0,1,rt how yall hoes do instagram rates 
15203,3,0,3,0,1,rt hoes have no life
15204,3,0,3,0,1,rt girls with six packs are scary just have a flat stomach thats hot enough ripped bitches are scary looking
15205,6,1,5,0,1,rt cry some more thats a legal tackle faggot seriously 
15206,3,0,3,0,1,rt shave pussy deserve nothing but fie head and good dick 
15207,3,0,3,0,1,rt my face when bitches expect me to care 
15208,3,0,3,0,1,rt its about that time of the year when all the lightskin hoes who swore they was brown cuz of they summer tan come back
15209,3,0,1,2,2,rt the paranoid fear of sharia on the right boils down to christian fundamentalists should be the sole oppressors and persecu 
15210,3,1,2,0,1,rt ahaa duhhrt these hoes are for everyone 
15211,3,1,2,0,1,rt u gotta be retarded to skip class in college
15212,3,0,3,0,1,rt kirk aint nothing but a bitch lovehiphop
15213,3,0,3,0,1,rt bruh every time a famous celebrity tweet something the 1st person to comment is some hoe talkin bout slap ya dick on me d
15214,3,0,3,0,1,rt even at a young age these hoes aint loyal 
15215,3,0,3,0,1,rt if my girl get in a fight with your girl you better be ready to fade too cuz ima knock you out then go help my bitch stomp
15216,3,0,3,0,1,rt lying ass bitch 
15217,3,0,3,0,1,rt mcdonald employees always rolling their eyes when you pay with coins like bitch you broke af too fuck you giving me attitud
15218,3,0,3,0,1,rt me youre a hoehoe you wasnt saying that august 12 2014 at 722 pmme well youre a hoe today on october 1st 2014 at 
15219,6,0,6,0,1,rt when a bitch sneezes too close to you 
15220,3,0,3,0,1,rt your room bitch tell me somethin dirty 
15221,3,0,3,0,1,rt never trust a yall so cute ass bitch they just waiting to strike
15222,3,0,0,3,2,rt godiva chocolate dipped oreos 
15223,3,0,3,0,1,rt kanye turned a hoe into a housewife and niggas said rip good girls forever
15224,3,1,2,0,1,rt if her hands and feet dirty how can you tell if a girl pussy stink before actually gettin in her pan 
15225,3,0,3,0,1,rt marriage not for everyone some bitches just want u to sleepover sometimes
15226,9,1,8,0,1,rt this nigga tried to hate on me to a bitch and she told this cornball im that nigga 
15227,9,0,9,0,1,rt i couldnt host 106 and park id fuck too many young bitches
15228,3,0,3,0,1,rt my bitch a choosy lover
15229,3,0,3,0,1,rt niggas tweet about wanting a good girl while giving hoes attention all day
15230,3,0,3,0,1,rt oomf pussy probably taste like the krabby patty secret formula
15231,3,0,3,0,1,rt bitch ya mom take it in the ass for the light bill bitch 
15232,3,0,3,0,1,rt ya mom lick ass for christmas gifts bitch lol
15233,3,0,3,0,1,rt chris brown got no chill button why sell a bitch out on social media tho like not even a subliminal buddy took time to
15234,3,0,3,0,1,rt bitches are only moral when it comes to sex when its convenient for them otherwise they hoe th
15235,3,0,0,3,2,rt the new nature area replacing indian boundary parks former zoo is expected to attract a variety of migratory birds 
15236,3,2,1,0,0,rt youre not safe pussy boy loool 
15237,3,0,0,3,2,rt shy bladder group protests rob lowe directv ad 
15238,3,0,3,0,1,rt haha these niggas funny askrt i bet i can pull at lease 3 bitches with them 
15239,3,0,3,0,1,rt best said by theres a storm brewing bitch lmao
15240,3,0,3,0,1,rt and i aint got time for bitches gotta keep my mind on my mothafuckin riches
15241,3,0,3,0,1,rt wake up like fuck my life lifes a bitch but she better fuck me right
15242,3,0,2,1,1,rt if the purge come to my city ima be like bitch is active as shit 
15243,3,0,1,2,2,rt all of kate uptons leaked nudes today more bitch lo
15244,3,0,3,0,1,rt bunch of insecure bitches out here
15245,3,0,0,3,2,rt yo bcu band made ucf band look like trash
15246,3,0,3,0,1,rt niggas will fuck over a pretty girl w her head on right for a ho who only got 3 pair of good panties 
15247,3,0,3,0,1,rt swag swag swag bitch moob
15248,3,0,1,2,2,rt the ghetto if ud wins tonight 
15249,3,0,3,0,1,rt how you invite me over to fuck but i can smell yo pussy from across the room man aint that dinner she cook then bou
15250,3,0,3,0,1,rt how you gone wife a bitch that let niggas lick on her head in public
15251,3,0,3,0,1,rt finding a female wo a hoe record is like tryna find a nigga wo a felony
15252,3,0,3,0,1,rt a bitch can look like a million dollars wit sum garbage ass pussy
15253,3,0,3,0,1,rt i hate wen a bitch fart den be like uughh uu fartedno bitch clearly u did ill let a mfa kno wen im fin to
15254,3,0,3,0,1,rt im sorry but side bitches better than a wife in this eracheck the stats b lol
15255,3,0,3,0,1,rt mariners said moms 21 and over get free ball caps on mothers day basically all you young hoes with kids dont get one lol
15256,9,4,3,2,0,rt shawty said you not gone understand america unless you went to a pwi school crackers already brainwashed her smh lol
15257,3,0,3,0,1,rt yawl chicks love being side bitches bitches now days be having dreams aspirations of being a step mom 
15258,6,0,1,5,2,rt but only bbc the american version is trash
15259,6,1,5,0,1,rt karlie acting like she not a hoe she been wit 3 of the niggas on just this show plus two guest appear
15260,3,0,3,0,1,rt ion ask nobody for shit ever never have a problem doing shit fa people neither but damn can a bitch get a thank you 
15261,3,0,3,0,1,rt is the voice behind mustard on the beat hoe
15262,3,0,3,0,1,rt this how all the hoes gonna be like tonight 
15263,3,0,3,0,1,rt and i aint trippin on nothin im dippin on somethin and my homeboy say he got a bad bitch for me tonight 
15264,3,0,0,3,2,rt even though a bird can fly it must land on earth
15265,3,0,0,3,2,rt flappy birds cheat codes 
15266,3,0,1,2,2,rt i know thats trash
15267,3,0,3,0,1,rt lmao i fucks with real talk them bitches know how to have fun
15268,3,0,3,0,1,rt damn i hate being a huge pussy
15269,3,0,3,0,1,rt had all the bitches on myspace going nuts
15270,3,0,1,2,2,rt i live for street glory and i die for ghetto fame respect all fear none my pride is everything
15271,3,0,0,3,2,rt oreo cookie pancakes 
15272,3,0,3,0,1,rt chunky girl seeks studly man for nasty sex in my head i was like this bitch may have well emailed me directly for this s
15273,3,0,3,0,1,rt this shit is like 45 minutes away and its 1 am so clearly i am in desperate need of some pussy bruh so i pull up to this 
15274,3,0,3,0,1,rt this bitch does so begrudgingly as fuck was likeman up you a big bad man crying like a bitch
15275,3,0,3,0,1,rt and is the shows bad ass vampires turn into spineless pussys and little ooc bitches
15276,3,0,3,0,1,rt peek a boo bitch swag scare ya kids whats tygas worst bar tygabars
15277,6,0,6,0,1,rt apple your new iphone software is shit maybe ill sue u cunts request damages based on the pussy ive missed out on b
15278,3,0,3,0,1,rt my boy is obviously gonna be slaying all the pussy tonight dressed as a ninja turtle 
15279,3,0,3,0,1,rt swiggety swag i love you too fag
15280,3,0,0,3,2,rt charlie strong got down to the 53man roster nearly as quickly as texans did
15281,3,0,3,0,1,rt you ever look at a bitch and just be like bitch
15282,3,0,0,3,2,rt was just handed this on my flight must be in good hands on this bird 
15283,3,0,3,0,1,rt basic bitches basic cable
15284,3,0,0,3,2,rt a bird that courts females by building a beautiful nest with bright objects 
15285,3,0,3,0,1,rt 20 rts ill go down there and say fuck er right in the pussy 
15286,3,0,3,0,1,rt dumb bitches broke my tv went to wal mart fucked up wokeup with a smart tv lol
15287,3,0,3,0,1,rt wisconsin iasip nice work bitches
15288,3,0,0,3,2,rt highest score on flappy bird cant be beat 
15289,3,1,2,0,1,rt i havent slapped a bitch in two weeks
15290,3,0,0,3,2,rt that movie was trash
15291,3,0,3,0,1,rt roses are redviolets are bluei just fucked yo bitchbut nigga do you
15292,3,0,3,0,1,rt making homemade pickles and working on a funny tweet about pussy i am going to make a great old lady
15293,3,0,3,0,1,rt kobe thats why yo man want me hoe guy holding his face omgod kobeshia shut up 
15294,3,0,3,0,1,rt pregnant bitches get on the bus and think you suppose to give them your seat like bitch you should of fucked a nigga with 
15295,3,0,0,3,2,rt today in 1996 charlie wilson left office should be ranked alongside lech wasa for his role in defeating communism 
15296,3,0,0,3,2,rt so this is the woman who was a bird then turned into a woman from the sky in nigeria 
15297,3,0,3,0,1,rt youre tweeting at the cringiest people in darth here and dana is our bitch lmao she follows our r
15298,9,1,8,0,1,rt the most ghetto bitches be pregnant af smh poor kids 
15299,3,0,3,0,1,rt that boss ass bitch song got basics thinking theyre models lmao 
15300,3,0,3,0,1,rt aw damn havent hug a bitch in a while
15301,6,0,6,0,1,rt not all of us my nig im light skin with a dark skin mentality lol we all black
15302,3,0,3,0,1,rt definition of real except you bruh you let bitch ass babidi turn on your niggas fam htt
15303,3,0,3,0,1,rt dem hoes who swear their pussy priceless but u sell ass all day 
15304,3,0,3,0,1,rt as a girlfriend you have to accept the fact hoes are gonna be all up in his face but as a boyfriend he better let them 
15305,3,0,3,0,1,rt you cant be like let me miss ya sometimes bitches take it overboard and shit i said give me time to miss yo ass not 
15306,3,0,0,3,2,rt will coakley go 02 in cant lose races wow just wow charlie baker for governor htt
15307,3,0,3,0,1,rt honestly i kind of get offended when people ask me if my eyelashes are fake fake eyelashes arent this long bitches 
15308,3,0,3,0,1,rt these hoes be dying for attention 
15309,3,0,2,1,1,rt i want a baby but im young and retarded so no
15310,3,0,0,3,2,rt not the farewell tours fault everyone but three players underachieved for the yankees this year
15311,3,0,2,1,1,rt i love dez but right now hes trash right now weeden theres others that are open
15312,3,0,3,0,1,rt shermans all bark and no bite fuck that bitch
15313,3,0,3,0,1,rt get real fucking fight or dont play me i dont play with pussy ass niggas
15314,3,1,2,0,1,rt there is no cure for ratchet it has to run its course in these bitches
15315,3,0,2,1,1,rt go talk to your other hoes 
15316,3,0,1,2,2,rt colombia supporter reminds us the double bird is a universal language 
15317,3,0,3,0,1,rt that awkward moment when you hold the door for someone and they use the door next to it like bitch you better back th 
15318,3,0,3,0,1,rt you value yourself because someone gave you a title i value myself because bitch im clutch i win
15319,6,0,6,0,1,rt all hoes are friendly althea wants to say hi
15320,9,0,9,0,1,rt on the low theyre really looking for the next bitch to smash
15321,3,0,3,0,1,rt in some pussy nah work is the best place to be in this weather
15322,3,0,3,0,1,rt brees you need a black hoe who cheating on her man that work offshore that would fuck you while the baby in the bed w
15323,3,0,3,0,1,rt that outside dick keep dem hoes sick
15324,3,0,3,0,1,rt team no hoes 
15325,3,0,3,0,1,rt got all the bitches 
15326,3,0,3,0,1,rt anything said bout my moms b would of led to a bitch getting stone cold stunner
15327,3,0,3,0,1,rt aint got time for no mufuckin fake friends smoke weed fuck hoes nigga drank gin
15328,3,2,1,0,0,rt wow whatever fuck all those assholes theyre niggers they all look alike to me
15329,6,5,1,0,0,rt tell me how you really feel those little faggots usually have bags over their heads anyway
15330,3,0,3,0,1,rt fuckin ignorant ass niggas dont dm me a video of you counting money n say why u so stuck up bitch
15331,3,0,0,3,2,rt looked like princess bella in that yellow dress
15332,3,0,3,0,1,rt they dont make rb like this anymore dudes used to make you feel good about busting it wide open not call you a hoe 
15333,3,0,0,3,2,rt star wars meets charlie brown 
15334,3,0,3,0,1,rt a bitch is wearing a scarf today i loves me a scarf
15335,3,0,3,0,1,rt i know youre gonna stalk my tweets so just know that youre a dumb fucking bitch
15336,3,0,3,0,1,rt making this first day my bitch
15337,3,0,3,0,1,rt feel like most people want you to commit and cut off all your hoes so they can relax and start being complacent
15338,3,0,3,0,1,rt i cant take any girl serious that refers to herself as a bitch or the guys she dates as these niggas
15339,3,0,3,0,1,rt i just fucked the life out this bitch 
15340,3,3,0,0,0,rt so tony i think yr a rude little cunt and too too young to even know what real rock and rol
15341,6,3,1,2,0,rt i dont support that ya idiot and if im a teabagger youre being teabagged 
15342,3,0,3,0,1,rt hey slim thats my girlfriend screaming in the trunk but i didnt slit her throat i just tied her up see i aint like
15343,3,0,3,0,1,rt fuck a bitch we never loved a thot
15344,3,0,3,0,1,rt yung berg trying to fuck all these hoes
15345,3,1,2,0,1,rt youre all pussies only men throw whammers in their assholes
15346,3,1,2,0,1,rt i play soccer cheat on girls and wear khaki coloured cargos haircut 
15347,3,0,3,0,1,rt i want attention yet shes on twitter talking about getting somebodies dick wet tonight and what her tongue does deez hoes g
15348,3,1,2,0,1,rt hoes really be having built up animosity towards you for no reason like whats your problem bitch fill me in cuz im lost
15349,3,0,3,0,1,rt how other mfs tell me gm damn near every mornin an my bitch dont even tell me gm an she be wide tf awoke wtf type shit 
15350,3,0,3,0,1,rt when my bitches call me daddy 
15351,3,0,3,0,1,rt like you have to be borderline retarded not to see andre 3000s elite skill level for example yep this go
15352,3,0,3,0,1,rt that pussy keep calling me gettin me in trouble
15353,3,0,3,0,1,rt you could have helped mellie you revolving doorshaped head ho you arent quiet when youre balls deep 
15354,3,0,3,0,1,rt ive been at work chuckling at that time said not revealing your age keeps the pussy fresh 
15355,3,0,3,0,1,rt them hoes come them hoes go its a revolving cycle 
15356,6,1,5,0,1,rt if a nigga fuck my bitch dats on ha cat but ima leave yu alone fa being trifling
15357,3,1,2,0,1,rt ima catfish a bitch with fake arms
15358,3,0,3,0,1,rt yall ever just been having a normal day and your mind plays a horrible trick on you and give you a whiff of some good pussy
15359,3,0,3,0,1,rt i be closing my eyes and shit sometimes so bitches be able to sneak a quick nipple lick in but she aint going ham on me yo
15360,3,0,2,1,1,rt if k michelle was apart of baltimore twitter shed be one of them hoes saying shes celibate smh
15361,3,0,3,0,1,rt i love money fuc a bitch i wont stress myself and i keep my mouth closed cuz i can
15362,3,0,3,0,1,rt chi aint no bitch then you got them assyrian kings on california and peterson 
15363,3,0,3,0,1,rt u cant turn a hoe into a housewife hashtag tupac
15364,3,0,3,0,1,rt fuck candy eat pussy 
15365,3,2,1,0,0,rt niggas always wanna talk about how god is against gays what about that pussy you was eating last night aint god ag
15366,3,0,0,3,2,rt faints she has no idea how many of her resumes went straight to the trash 
15367,3,0,3,0,1,rt karma is a bitch 
15368,3,0,2,1,1,rt you cant appreciate a woman if youre entertaing hoes
15369,3,0,0,3,2,rt you realize im going to have to get out all those and other poems i wrote abo
15370,3,0,0,3,2,rt gracias por jugar con el corazon ahora a ganarle a los yankees 
15371,3,1,2,0,1,rt stop fuckin jail birds niggas thats that serious about ass play scare me that shit so sus
15372,3,1,2,0,1,rt hey boy this half breed chiricahua apache is on your ass 
